id,totalprice,date_placed
3723,40.5,'2023-01-25 11:00:11.508999'
3726,49.0,'2023-01-25 15:30:11.508999'
3732,36.5,'2023-01-25 22:00:11.508999'
3741,39.5,'2023-01-25 13:00:11.508999'
3749,55.5,'2023-01-26 22:30:11.508999'
3758,65.5,'2023-01-26 22:30:11.508999'
3762,44.5,'2023-01-26 18:30:11.508999'
3767,62.5,'2023-01-26 16:00:11.508999'
3772,60.5,'2023-01-26 19:00:11.508999'
3776,48.0,'2023-01-26 19:30:11.508999'
3789,50.0,'2023-01-26 20:00:11.508999'
3793,50.0,'2023-01-26 15:00:11.508999'
3795,50.0,'2023-01-26 16:00:11.508999'
3807,52.0,'2023-01-27 19:00:11.508999'
3811,52.0,'2023-01-27 19:30:11.508999'
3812,50.0,'2023-01-27 18:00:11.508999'
3815,64.0,'2023-01-27 11:00:11.508999'
3817,47.0,'2023-01-27 12:30:11.508999'
3824,55.0,'2023-01-27 14:00:11.508999'
3837,59.0,'2023-01-27 11:30:11.508999'
3842,61.5,'2023-01-27 19:30:11.508999'
3859,61.0,'2023-01-27 12:30:11.508999'
3862,55.5,'2023-01-27 19:00:11.508999'
3864,63.0,'2023-01-27 13:00:11.508999'
3867,67.0,'2023-01-27 16:00:11.508999'
3871,56.5,'2023-01-27 11:00:11.508999'
3881,52.0,'2023-01-28 20:00:11.508999'
3906,52.5,'2023-01-28 12:30:11.508999'
3933,64.5,'2023-01-29 21:00:11.508999'
3948,45.0,'2023-01-29 16:00:11.508999'
3952,52.0,'2023-01-29 20:00:11.508999'
3953,44.0,'2023-01-29 20:30:11.508999'
3954,57.0,'2023-01-29 17:30:11.508999'
3962,50.5,'2023-01-29 14:30:11.508999'
3964,57.5,'2023-01-29 17:30:11.508999'
3969,65.5,'2023-01-29 16:30:11.508999'
3977,63.0,'2023-01-29 18:00:11.508999'
3980,63.0,'2023-01-29 22:00:11.508999'
3981,68.5,'2023-01-29 21:00:11.508999'
3982,47.0,'2023-01-29 20:00:11.508999'
3983,55.0,'2023-01-29 21:00:11.508999'
3984,64.0,'2023-01-29 15:00:11.508999'
3990,38.0,'2023-01-30 21:00:11.508999'
3992,49.5,'2023-01-30 19:30:11.508999'
3993,48.0,'2023-01-30 19:00:11.508999'
3994,49.5,'2023-01-30 16:00:11.508999'
3998,51.0,'2023-01-30 19:30:11.508999'
4002,35.5,'2023-01-30 15:00:11.508999'
4006,37.0,'2023-01-30 21:00:11.508999'
4023,40.5,'2023-01-30 17:00:11.508999'
4026,48.0,'2023-01-30 15:00:11.508999'
4044,54.0,'2023-01-31 13:00:11.508999'
4049,50.5,'2023-01-31 15:30:11.508999'
4056,64.5,'2023-01-31 22:30:11.508999'
4058,63.0,'2023-01-31 12:30:11.508999'
4076,59.0,'2023-01-31 22:00:11.508999'
4077,54.5,'2023-01-31 13:30:11.508999'
4083,54.0,'2023-01-31 21:00:11.508999'
4086,50.0,'2023-01-31 21:00:11.508999'
4096,68.5,'2023-01-31 17:30:11.508999'
4101,47.5,'2023-01-31 12:00:11.508999'
4106,52.0,'2023-01-31 12:00:11.508999'
4110,45.0,'2023-01-31 15:30:11.524621'
4111,50.0,'2023-01-31 18:00:11.524621'
4116,46.0,'2023-02-01 15:00:11.524621'
4129,61.5,'2023-02-01 12:30:11.524621'
4133,58.5,'2023-02-01 21:30:11.524621'
4144,53.0,'2023-02-01 12:30:11.524621'
4175,62.5,'2023-02-01 20:30:11.524621'
4177,59.5,'2023-02-01 11:30:11.524621'
4178,38.0,'2023-02-02 16:00:11.524621'
4199,35.5,'2023-02-02 19:30:11.524621'
4205,53.0,'2023-02-02 18:30:11.524621'
4211,42.0,'2023-02-02 14:30:11.524621'
4212,42.0,'2023-02-02 11:30:11.524621'
4215,35.0,'2023-02-02 16:30:11.524621'
4218,51.0,'2023-02-02 11:30:11.524621'
4235,42.5,'2023-02-02 12:30:11.524621'
4248,52.5,'2023-02-03 14:00:11.524621'
4257,60.0,'2023-02-03 19:30:11.524621'
4263,60.0,'2023-02-03 13:30:11.524621'
4264,63.0,'2023-02-03 15:30:11.524621'
4272,49.5,'2023-02-03 15:00:11.524621'
4277,63.0,'2023-02-03 14:30:11.524621'
4280,46.5,'2023-02-03 12:00:11.524621'
4286,65.0,'2023-02-03 14:30:11.524621'
4296,55.5,'2023-02-03 11:00:11.524621'
4300,60.5,'2023-02-03 19:00:11.524621'
4301,60.0,'2023-02-03 15:30:11.524621'
4303,62.5,'2023-02-04 13:30:11.524621'
4311,45.5,'2023-02-04 16:00:11.524621'
4316,49.0,'2023-02-04 16:30:11.524621'
4326,63.0,'2023-02-04 13:30:11.524621'
4327,67.0,'2023-02-04 18:00:11.524621'
4332,61.0,'2023-02-04 16:00:11.524621'
4335,57.5,'2023-02-04 21:30:11.524621'
4350,61.0,'2023-02-04 13:30:11.524621'
4354,65.0,'2023-02-04 16:00:11.524621'
4356,50.5,'2023-02-04 17:00:11.524621'
4362,65.5,'2023-02-04 19:30:11.524621'
4367,55.0,'2023-02-05 13:30:11.524621'
4370,52.0,'2023-02-05 21:00:11.524621'
4371,64.5,'2023-02-05 16:00:11.524621'
4384,66.0,'2023-02-05 22:00:11.524621'
4390,66.0,'2023-02-05 20:00:11.524621'
4403,46.5,'2023-02-05 21:30:11.524621'
4405,64.0,'2023-02-05 11:30:11.524621'
4406,55.0,'2023-02-05 22:00:11.524621'
4415,57.0,'2023-02-05 15:00:11.524621'
4419,65.0,'2023-02-05 19:30:11.524621'
4434,61.0,'2023-02-06 20:00:11.524621'
4439,45.5,'2023-02-06 14:30:11.524621'
4458,42.0,'2023-02-06 15:30:11.524621'
4476,46.5,'2023-02-06 21:30:11.524621'
4480,51.0,'2023-02-06 17:00:11.524621'
4482,66.0,'2023-02-06 16:00:11.524621'
4486,45.5,'2023-02-06 16:00:11.524621'
4487,55.5,'2023-02-06 21:30:11.524621'
4497,47.0,'2023-02-07 22:00:11.524621'
4498,43.0,'2023-02-07 22:00:11.524621'
4508,51.5,'2023-02-07 22:30:11.524621'
4531,36.0,'2023-02-07 18:30:11.524621'
4533,33.0,'2023-02-07 22:30:11.524621'
4538,50.0,'2023-02-07 11:30:11.524621'
4551,57.0,'2023-02-07 14:30:11.524621'
4553,55.0,'2023-02-07 11:30:11.524621'
4555,49.5,'2023-02-07 18:00:11.524621'
4561,40.0,'2023-02-07 18:00:11.524621'
4564,62.0,'2023-02-08 15:00:11.524621'
4565,52.0,'2023-02-08 21:30:11.524621'
4568,63.0,'2023-02-08 22:30:11.524621'
4570,66.0,'2023-02-08 17:00:11.524621'
4574,51.0,'2023-02-08 16:00:11.524621'
4577,55.0,'2023-02-08 20:30:11.524621'
4580,67.0,'2023-02-08 22:30:11.524621'
4588,53.5,'2023-02-08 12:00:11.524621'
4593,52.0,'2023-02-08 14:00:11.524621'
4596,49.0,'2023-02-08 18:30:11.524621'
4618,47.5,'2023-02-08 19:30:11.524621'
4621,50.0,'2023-02-08 20:00:11.524621'
4622,62.0,'2023-02-08 12:00:11.524621'
4626,63.0,'2023-02-08 17:00:11.524621'
4627,47.5,'2023-02-08 22:30:11.524621'
4632,47.0,'2023-02-08 18:00:11.524621'
4636,44.5,'2023-02-09 15:00:11.524621'
4638,57.5,'2023-02-09 18:00:11.524621'
4642,63.0,'2023-02-09 13:30:11.524621'
4644,52.5,'2023-02-09 20:00:11.524621'
4651,55.0,'2023-02-09 18:00:11.524621'
4661,48.0,'2023-02-09 13:00:11.524621'
4667,43.0,'2023-02-09 13:00:11.524621'
4675,47.5,'2023-02-09 20:00:11.524621'
4692,70.0,'2023-02-09 13:00:11.524621'
4693,52.5,'2023-02-09 17:00:11.524621'
4696,53.5,'2023-02-10 16:30:11.524621'
4704,64.0,'2023-02-10 22:30:11.524621'
4712,66.0,'2023-02-10 19:30:11.524621'
4734,47.0,'2023-02-10 22:30:11.524621'
4740,52.0,'2023-02-10 19:30:11.524621'
4745,65.5,'2023-02-10 12:30:11.524621'
4754,48.5,'2023-02-11 12:30:11.524621'
4756,37.5,'2023-02-11 19:00:11.524621'
4762,42.0,'2023-02-11 18:30:11.524621'
4776,36.0,'2023-02-11 19:00:11.524621'
4777,37.0,'2023-02-11 13:00:11.524621'
4779,34.0,'2023-02-11 13:00:11.524621'
4781,37.5,'2023-02-11 18:00:11.524621'
4788,38.0,'2023-02-11 17:00:11.524621'
4790,47.0,'2023-02-11 19:30:11.524621'
4813,58.0,'2023-02-11 16:00:11.524621'
4815,37.0,'2023-02-11 14:00:11.524621'
4826,65.0,'2023-02-12 20:00:11.540234'
4828,49.5,'2023-02-12 20:00:11.540234'
4829,64.0,'2023-02-12 20:30:11.540234'
4841,57.5,'2023-02-12 20:30:11.540234'
4842,46.0,'2023-02-12 14:00:11.540234'
4845,52.0,'2023-02-12 16:30:11.540234'
4850,64.5,'2023-02-12 19:30:11.540234'
4852,50.5,'2023-02-12 21:30:11.540234'
4873,57.5,'2023-02-12 12:30:11.540234'
4881,37.5,'2023-02-13 12:00:11.540234'
4884,37.5,'2023-02-13 20:30:11.540234'
4891,53.0,'2023-02-13 20:00:11.540234'
4895,35.0,'2023-02-13 21:30:11.540234'
4898,48.0,'2023-02-13 20:30:11.540234'
4903,55.0,'2023-02-13 19:30:11.540234'
4904,39.0,'2023-02-13 15:30:11.540234'
4913,47.5,'2023-02-13 20:30:11.540234'
4918,42.0,'2023-02-13 17:30:11.540234'
4923,40.0,'2023-02-13 19:00:11.540234'
4924,45.0,'2023-02-13 20:00:11.540234'
4932,35.0,'2023-02-13 20:00:11.540234'
4933,38.5,'2023-02-13 18:00:11.540234'
4944,33.0,'2023-02-13 21:30:11.540234'
4949,51.0,'2023-02-14 11:30:11.540234'
4957,60.5,'2023-02-14 19:30:11.540234'
4972,50.5,'2023-02-14 18:00:11.540234'
4991,50.0,'2023-02-14 18:30:11.540234'
5002,63.5,'2023-02-14 18:00:11.540234'
5017,52.0,'2023-02-15 20:00:11.540234'
5026,39.0,'2023-02-15 22:30:11.540234'
5027,34.5,'2023-02-15 17:30:11.540234'
5032,34.5,'2023-02-15 20:30:11.540234'
5034,52.5,'2023-02-15 17:30:11.540234'
5045,35.0,'2023-02-15 12:00:11.540234'
5056,35.5,'2023-02-15 19:00:11.540234'
5063,52.5,'2023-02-15 17:00:11.540234'
5065,50.0,'2023-02-15 20:30:11.540234'
5076,45.0,'2023-02-16 11:30:11.540234'
5086,37.5,'2023-02-16 14:00:11.540234'
5098,50.5,'2023-02-16 12:00:11.540234'
5109,40.0,'2023-02-16 22:30:11.540234'
5125,40.0,'2023-02-16 14:30:11.540234'
5135,57.5,'2023-02-17 12:00:11.540234'
5138,61.0,'2023-02-17 12:00:11.540234'
5155,50.0,'2023-02-17 15:00:11.540234'
5156,64.5,'2023-02-17 19:30:11.540234'
5172,44.0,'2023-02-17 15:00:11.540234'
5177,55.0,'2023-02-17 14:00:11.540234'
5181,50.5,'2023-02-17 14:00:11.540234'
5189,49.5,'2023-02-17 12:30:11.540234'
5192,60.5,'2023-02-17 19:30:11.540234'
5202,54.5,'2023-02-18 17:30:11.540234'
5203,56.5,'2023-02-18 19:00:11.540234'
5210,55.0,'2023-02-18 13:00:11.540234'
5212,48.0,'2023-02-18 21:30:11.540234'
5230,63.0,'2023-02-18 18:30:11.540234'
5232,48.5,'2023-02-18 12:00:11.540234'
5238,62.0,'2023-02-18 15:00:11.540234'
5242,52.0,'2023-02-18 21:00:11.540234'
5243,60.5,'2023-02-18 19:30:11.540234'
5248,55.5,'2023-02-18 16:00:11.540234'
5251,50.5,'2023-02-18 17:00:11.540234'
5256,47.5,'2023-02-19 18:30:11.540234'
5263,55.0,'2023-02-19 20:00:11.540234'
5267,52.0,'2023-02-19 15:00:11.540234'
5268,39.5,'2023-02-19 12:30:11.540234'
5273,51.5,'2023-02-19 16:00:11.540234'
5275,55.5,'2023-02-19 14:00:11.540234'
5287,47.5,'2023-02-19 21:30:11.540234'
5297,49.5,'2023-02-19 17:00:11.540234'
5301,55.0,'2023-02-19 16:30:11.540234'
5302,48.0,'2023-02-19 17:30:11.540234'
5304,50.0,'2023-02-19 11:30:11.540234'
5308,37.0,'2023-02-19 19:30:11.540234'
5309,47.0,'2023-02-19 14:00:11.540234'
5311,37.5,'2023-02-19 17:30:11.540234'
5319,64.0,'2023-02-20 22:00:11.540234'
5336,54.5,'2023-02-20 18:00:11.540234'
5337,50.0,'2023-02-20 19:30:11.540234'
5342,72.0,'2023-02-20 15:00:11.540234'
5346,57.5,'2023-02-20 21:30:11.540234'
5348,52.0,'2023-02-20 21:30:11.540234'
5357,65.5,'2023-02-20 20:00:11.540234'
5359,62.5,'2023-02-20 20:30:11.540234'
5361,67.0,'2023-02-20 14:00:11.540234'
5363,57.5,'2023-02-20 18:00:11.540234'
5376,53.0,'2023-02-20 15:00:11.540234'
5384,39.5,'2023-02-21 13:30:11.540234'
5387,52.0,'2023-02-21 14:30:11.540234'
5391,47.0,'2023-02-21 22:00:11.540234'
5392,34.0,'2023-02-21 22:00:11.540234'
5404,39.5,'2023-02-21 13:30:11.540234'
5419,34.5,'2023-02-21 20:00:11.540234'
5428,51.0,'2023-02-21 14:30:11.540234'
5438,47.0,'2023-02-22 21:00:11.540234'
5440,33.0,'2023-02-22 18:00:11.540234'
5447,53.0,'2023-02-22 13:00:11.540234'
5453,58.0,'2023-02-22 12:30:11.540234'
5469,38.0,'2023-02-22 14:00:11.540234'
5473,50.5,'2023-02-22 17:30:11.540234'
5479,47.5,'2023-02-22 11:30:11.540234'
5480,39.5,'2023-02-22 19:30:11.540234'
5485,50.0,'2023-02-22 11:00:11.540234'
5494,34.0,'2023-02-22 22:00:11.540234'
5502,51.0,'2023-02-23 18:30:11.540234'
5506,50.0,'2023-02-23 21:30:11.540234'
5512,64.5,'2023-02-23 11:30:11.540234'
5523,63.0,'2023-02-23 13:30:11.540234'
5524,65.0,'2023-02-23 21:00:11.540234'
5531,53.0,'2023-02-23 13:30:11.540234'
5538,49.5,'2023-02-23 14:00:11.540234'
5561,64.0,'2023-02-24 12:00:11.540234'
5568,55.0,'2023-02-24 19:30:11.540234'
5578,49.5,'2023-02-24 15:00:11.540234'
5581,57.5,'2023-02-24 13:30:11.540234'
5587,67.0,'2023-02-24 15:30:11.540234'
5594,48.0,'2023-02-24 18:30:11.540234'
5595,47.5,'2023-02-24 19:30:11.540234'
5596,55.0,'2023-02-24 20:30:11.540234'
5602,51.0,'2023-02-24 13:30:11.540234'
5611,65.0,'2023-02-24 12:30:11.540234'
5615,50.5,'2023-02-24 15:30:11.540234'
5616,52.5,'2023-02-24 19:00:11.540234'
5622,47.5,'2023-02-24 12:30:11.540234'
5626,52.0,'2023-02-24 16:00:11.540234'
5629,52.0,'2023-02-25 17:00:11.540234'
5630,52.5,'2023-02-25 20:30:11.540234'
5631,68.0,'2023-02-25 18:00:11.540234'
5641,52.5,'2023-02-25 14:00:11.555861'
5642,52.0,'2023-02-25 18:30:11.555861'
5643,63.0,'2023-02-25 15:00:11.555861'
5644,63.0,'2023-02-25 18:00:11.555861'
5648,65.5,'2023-02-25 18:00:11.555861'
5651,55.0,'2023-02-25 12:30:11.555861'
5663,64.5,'2023-02-25 19:30:11.555861'
5667,52.0,'2023-02-25 18:00:11.555861'
5670,45.0,'2023-02-25 15:00:11.555861'
5672,65.5,'2023-02-25 15:30:11.555861'
5684,50.0,'2023-02-25 14:00:11.557158'
5688,45.0,'2023-02-25 16:00:11.557158'
5690,56.0,'2023-02-25 19:00:11.557158'
5696,34.5,'2023-02-26 21:00:11.557158'
5703,37.0,'2023-02-26 17:30:11.557158'
5713,37.0,'2023-02-26 20:30:11.557158'
5726,37.5,'2023-02-26 20:00:11.557158'
5728,40.0,'2023-02-26 19:00:11.557158'
5729,50.0,'2023-02-26 15:00:11.557158'
5734,36.0,'2023-02-26 21:00:11.557158'
5736,52.5,'2023-02-26 21:00:11.557158'
5738,54.5,'2023-02-26 13:00:11.557158'
5746,40.0,'2023-02-26 19:00:11.557158'
5769,42.5,'2023-02-27 15:00:11.557158'
5780,54.5,'2023-02-27 19:30:11.557158'
5781,55.0,'2023-02-27 20:00:11.557158'
5789,34.0,'2023-02-27 19:30:11.557158'
5790,36.5,'2023-02-27 20:00:11.557158'
5791,52.0,'2023-02-27 15:30:11.557158'
5793,51.5,'2023-02-27 19:00:11.557158'
5797,36.0,'2023-02-27 13:00:11.557158'
5801,41.0,'2023-02-27 21:00:11.557158'
5817,35.5,'2023-02-27 19:30:11.557158'
5819,47.5,'2023-02-27 12:30:11.557158'
5820,52.5,'2023-02-27 20:00:11.557158'
5824,59.5,'2023-02-28 13:30:11.557158'
5834,53.5,'2023-02-28 22:00:11.557158'
5838,50.0,'2023-02-28 20:00:11.557158'
5839,67.5,'2023-02-28 21:30:11.557158'
5846,47.5,'2023-02-28 21:00:11.557158'
5868,62.0,'2023-02-28 21:00:11.557158'
5870,57.0,'2023-02-28 17:30:11.557158'
5883,57.5,'2023-03-01 12:00:11.557158'
5885,34.5,'2023-03-01 15:00:11.557158'
5896,37.0,'2023-03-01 11:30:11.557158'
5897,45.5,'2023-03-01 19:30:11.557158'
5898,35.5,'2023-03-01 19:00:11.557158'
5902,35.5,'2023-03-01 11:30:11.557158'
5903,55.0,'2023-03-01 19:30:11.557158'
5920,39.5,'2023-03-01 20:30:11.557158'
5931,52.5,'2023-03-01 22:30:11.557158'
5944,54.5,'2023-03-02 12:00:11.557158'
5948,48.5,'2023-03-02 19:00:11.557158'
5954,40.5,'2023-03-02 14:00:11.557158'
5959,37.5,'2023-03-02 17:30:11.557158'
5960,37.0,'2023-03-02 14:30:11.557158'
5980,37.0,'2023-03-02 19:00:11.557158'
5983,51.5,'2023-03-02 15:00:11.557158'
5984,47.0,'2023-03-02 21:30:11.557158'
5993,40.0,'2023-03-02 16:00:11.557158'
5999,37.5,'2023-03-03 16:30:11.557158'
6000,38.0,'2023-03-03 19:30:11.557158'
6003,37.5,'2023-03-03 14:30:11.557158'
6008,50.0,'2023-03-03 17:30:11.557158'
6012,47.5,'2023-03-03 19:30:11.557158'
6017,52.5,'2023-03-03 16:30:11.557158'
6019,37.0,'2023-03-03 15:30:11.557158'
6036,53.0,'2023-03-03 14:00:11.557158'
6044,51.0,'2023-03-03 14:00:11.557158'
6047,43.0,'2023-03-03 13:30:11.557158'
6048,53.0,'2023-03-03 19:30:11.557158'
6064,44.5,'2023-03-04 17:30:11.557158'
6094,63.0,'2023-03-04 17:00:11.557158'
6103,53.0,'2023-03-04 15:30:11.557158'
6108,48.0,'2023-03-04 13:00:11.557158'
6111,62.0,'2023-03-04 18:00:11.557158'
6122,50.0,'2023-03-05 21:30:11.557158'
6123,37.5,'2023-03-05 16:30:11.557158'
6124,46.5,'2023-03-05 21:00:11.557158'
6126,50.5,'2023-03-05 15:00:11.557158'
6127,35.5,'2023-03-05 21:30:11.557158'
6129,48.0,'2023-03-05 15:00:11.557158'
6130,44.5,'2023-03-05 13:00:11.557158'
6136,44.5,'2023-03-05 15:00:11.557158'
6142,48.0,'2023-03-05 18:30:11.557158'
6145,35.5,'2023-03-05 21:00:11.557158'
6151,34.0,'2023-03-05 20:00:11.557158'
6153,37.5,'2023-03-05 19:30:11.557158'
6158,50.0,'2023-03-05 15:00:11.557158'
6163,35.0,'2023-03-05 20:00:11.557158'
6171,49.5,'2023-03-05 14:00:11.557158'
6180,52.5,'2023-03-06 20:30:11.557158'
6186,63.5,'2023-03-06 20:30:11.557158'
6188,45.5,'2023-03-06 19:00:11.557158'
6194,50.5,'2023-03-06 19:00:11.557158'
6197,49.0,'2023-03-06 15:00:11.557158'
6198,56.0,'2023-03-06 18:00:11.557158'
6200,49.5,'2023-03-06 15:30:11.557158'
6205,57.0,'2023-03-06 16:30:11.557158'
6206,68.5,'2023-03-06 19:30:11.557158'
6211,62.0,'2023-03-06 22:00:11.557158'
6213,47.0,'2023-03-06 20:30:11.557158'
6220,59.5,'2023-03-06 14:00:11.557158'
6223,63.5,'2023-03-06 21:30:11.557158'
6227,60.5,'2023-03-06 21:30:11.557158'
6228,62.0,'2023-03-06 19:30:11.557158'
6229,57.5,'2023-03-06 20:30:11.557158'
6232,46.5,'2023-03-06 20:00:11.557158'
6234,48.0,'2023-03-06 20:00:11.557158'
6239,62.0,'2023-03-06 14:00:11.557158'
6242,52.5,'2023-03-07 13:00:11.557158'
6247,35.0,'2023-03-07 13:30:11.557158'
6250,47.5,'2023-03-07 14:30:11.557158'
6251,40.5,'2023-03-07 21:00:11.557158'
6255,47.5,'2023-03-07 22:30:11.557158'
6259,47.0,'2023-03-07 13:00:11.557158'
6267,33.0,'2023-03-07 13:00:11.557158'
6270,30.0,'2023-03-07 14:00:11.557158'
6273,38.0,'2023-03-07 22:30:11.557158'
6281,40.0,'2023-03-07 22:30:11.557158'
6284,35.0,'2023-03-07 11:30:11.557158'
6290,43.0,'2023-03-07 15:30:11.557158'
6296,50.5,'2023-03-07 22:00:11.557158'
6299,45.5,'2023-03-08 18:30:11.557158'
6311,44.5,'2023-03-08 19:30:11.557158'
6313,55.5,'2023-03-08 20:30:11.557158'
6327,55.0,'2023-03-08 20:00:11.557158'
6328,37.0,'2023-03-08 22:30:11.557158'
6339,45.5,'2023-03-08 22:30:11.557158'
6345,52.0,'2023-03-08 17:30:11.557158'
6352,37.0,'2023-03-08 13:00:11.557158'
6356,35.0,'2023-03-08 15:00:11.557158'
6357,35.0,'2023-03-08 18:30:11.557158'
6359,35.0,'2023-03-08 18:30:11.557158'
6364,35.0,'2023-03-08 18:30:11.557158'
6367,32.0,'2023-03-09 19:00:11.557158'
6369,40.0,'2023-03-09 17:00:11.557158'
6371,35.5,'2023-03-09 17:30:11.557158'
6377,37.5,'2023-03-09 19:00:11.557158'
6380,50.5,'2023-03-09 22:00:11.557158'
6381,34.5,'2023-03-09 21:00:11.557158'
6382,35.5,'2023-03-09 19:00:11.557158'
6384,47.0,'2023-03-09 11:30:11.557158'
6392,53.0,'2023-03-09 14:00:11.557158'
6413,45.5,'2023-03-09 20:00:11.571666'
6419,50.0,'2023-03-09 16:00:11.571666'
6429,37.5,'2023-03-10 12:00:11.571666'
6430,45.5,'2023-03-10 14:30:11.571666'
6434,48.5,'2023-03-10 19:30:11.571666'
6444,48.0,'2023-03-10 11:00:11.571666'
6448,45.0,'2023-03-10 14:00:11.571666'
6456,35.0,'2023-03-10 20:30:11.571666'
6468,47.0,'2023-03-10 20:00:11.571666'
6469,37.5,'2023-03-10 19:30:11.571666'
6470,38.0,'2023-03-10 19:30:11.571666'
6484,37.0,'2023-03-10 13:30:11.571666'
6485,40.0,'2023-03-10 17:30:11.571666'
6487,53.0,'2023-03-11 15:30:11.571666'
6491,46.5,'2023-03-11 17:00:11.571666'
6506,60.0,'2023-03-11 18:00:11.571666'
6509,58.0,'2023-03-11 15:00:11.571666'
6513,62.0,'2023-03-11 15:00:11.571666'
6514,51.0,'2023-03-11 20:30:11.571666'
6515,48.0,'2023-03-11 18:30:11.571666'
6526,45.0,'2023-03-11 17:00:11.571666'
6530,58.0,'2023-03-11 19:30:11.571666'
6536,64.0,'2023-03-11 20:00:11.571666'
6540,65.5,'2023-03-11 13:00:11.571666'
6542,59.5,'2023-03-11 16:00:11.571666'
6550,39.0,'2023-03-12 20:30:11.571666'
6556,38.0,'2023-03-12 18:30:11.571666'
6581,37.0,'2023-03-12 15:00:11.571666'
6584,52.5,'2023-03-12 18:30:11.571666'
6585,37.5,'2023-03-12 15:00:11.571666'
6587,34.0,'2023-03-12 20:00:11.571666'
6590,35.0,'2023-03-12 18:00:11.571666'
6597,49.5,'2023-03-12 14:00:11.571666'
6606,40.5,'2023-03-12 16:00:11.571666'
6608,54.0,'2023-03-12 21:30:11.571666'
6609,40.0,'2023-03-12 22:30:11.571666'
6611,32.5,'2023-03-12 21:30:11.571666'
6613,37.5,'2023-03-12 22:30:11.571666'
6616,45.0,'2023-03-13 15:30:11.571666'
6619,54.0,'2023-03-13 19:30:11.571666'
6627,47.0,'2023-03-13 14:00:11.571666'
6635,50.5,'2023-03-13 21:30:11.571666'
6639,64.0,'2023-03-13 14:00:11.571666'
6642,65.0,'2023-03-13 15:00:11.571666'
6646,55.5,'2023-03-13 19:00:11.571666'
6654,60.5,'2023-03-13 21:30:11.571666'
6660,50.0,'2023-03-13 21:00:11.571666'
6663,55.5,'2023-03-13 19:30:11.571666'
6671,50.5,'2023-03-13 20:00:11.571666'
6694,48.5,'2023-03-14 12:00:11.571666'
6701,37.5,'2023-03-14 14:30:11.571666'
6707,42.0,'2023-03-14 14:30:11.571666'
6724,37.5,'2023-03-14 21:00:11.571666'
6726,39.5,'2023-03-14 15:00:11.571666'
6732,50.0,'2023-03-14 18:00:11.571666'
6734,48.0,'2023-03-14 12:30:11.571666'
6741,34.5,'2023-03-15 11:00:11.571666'
6744,39.0,'2023-03-15 18:30:11.571666'
6748,45.0,'2023-03-15 22:00:11.571666'
6749,54.5,'2023-03-15 12:30:11.571666'
6754,51.5,'2023-03-15 20:00:11.571666'
6758,50.0,'2023-03-15 17:30:11.571666'
6766,39.0,'2023-03-15 15:30:11.571666'
6767,42.0,'2023-03-15 13:00:11.571666'
6771,35.5,'2023-03-15 12:00:11.571666'
6772,37.5,'2023-03-15 11:00:11.571666'
6777,50.0,'2023-03-15 14:30:11.571666'
6781,37.5,'2023-03-15 11:00:11.578174'
6788,53.0,'2023-03-15 19:30:11.578174'
6795,54.5,'2023-03-15 14:30:11.578174'
6799,62.5,'2023-03-16 20:00:11.578174'
6801,60.5,'2023-03-16 20:30:11.578174'
6811,51.0,'2023-03-16 17:00:11.578174'
6813,49.5,'2023-03-16 12:00:11.578174'
6814,56.0,'2023-03-16 19:00:11.578174'
6816,66.0,'2023-03-16 17:30:11.578174'
6818,62.5,'2023-03-16 20:30:11.578174'
6824,64.0,'2023-03-16 20:30:11.578174'
6829,67.0,'2023-03-16 16:00:11.578174'
6836,44.0,'2023-03-16 22:00:11.578174'
6846,50.0,'2023-03-16 14:30:11.578174'
6866,47.5,'2023-03-16 22:00:11.578174'
6877,49.5,'2023-03-17 20:30:11.578174'
6879,48.5,'2023-03-17 15:00:11.578174'
6880,64.5,'2023-03-17 18:00:11.578174'
6883,46.0,'2023-03-17 15:30:11.578174'
6884,66.5,'2023-03-17 16:30:11.578174'
6890,43.0,'2023-03-17 18:00:11.578174'
6903,55.0,'2023-03-17 13:30:11.578174'
6904,54.5,'2023-03-17 16:30:11.578174'
6912,62.5,'2023-03-17 13:30:11.578174'
6913,50.0,'2023-03-17 14:30:11.578174'
6915,52.5,'2023-03-17 14:00:11.578174'
6917,50.5,'2023-03-17 18:00:11.578174'
6932,53.5,'2023-03-18 21:00:11.578174'
6935,54.0,'2023-03-18 13:30:11.578174'
6938,48.5,'2023-03-18 18:30:11.578174'
6953,46.5,'2023-03-18 19:30:11.578174'
6956,50.0,'2023-03-18 17:00:11.578174'
6958,45.5,'2023-03-18 13:30:11.578174'
6962,51.0,'2023-03-18 16:30:11.578174'
6964,64.5,'2023-03-18 16:30:11.578174'
6978,47.5,'2023-03-18 18:00:11.578174'
6981,48.0,'2023-03-18 13:30:11.578174'
6989,67.0,'2023-03-18 16:00:11.578174'
6991,60.5,'2023-03-18 12:30:11.578174'
6993,50.0,'2023-03-18 18:30:11.578174'
7012,70.0,'2023-03-19 14:30:11.578174'
7021,66.5,'2023-03-19 13:00:11.578174'
7026,43.0,'2023-03-19 20:00:11.578174'
7032,44.0,'2023-03-19 21:00:11.578174'
7035,53.0,'2023-03-19 21:30:11.578174'
7053,60.0,'2023-03-19 20:30:11.578174'
7054,65.5,'2023-03-19 21:30:11.578174'
7056,67.0,'2023-03-20 17:00:11.578174'
7057,53.0,'2023-03-20 20:00:11.578174'
